match_id,team_id,kicker_id,gk_id,gk,kicker
2698008,29,13507,3146,Shay Given,Leighton Baines
3050428,989,91059,45026,Rui Patrício,Joshua King
2698010,1003,171424,29692,Lukasz Fabianski,Riyad Mahrez
2578014,281,46156,29712,John Ruddy,Aleksandar Kolarov
2872361,762,81999,192080,Nick Pope,Joselu
2578196,180,200512,50219,Simon Mignolet,Sadio Mané
2872461,281,363205,29692,Lukasz Fabianski,Gabriel Jesus
3219292,543,134425,45026,Rui Patrício,Raheem Sterling
2698377,2288,41384,29692,Lukasz Fabianski,Marko Arnautovic
2872266,873,50201,33873,Asmir Begovic,Christian Benteke
2578095,405,171424,49319,Mark Bunn,Riyad Mahrez
2872372,985,40433,48870,Jonas Lössl,Alexis Sánchez
3420840,631,102017,105470,Alisson,Jorginho
3219267,379,292417,29692,Lukasz Fabianski,Demarai Gray
3420839,405,156941,111873,Emiliano Martínez,John Lundstram
3050453,148,58864,17965,Hugo Lloris,Pierre-Emerick Aubameyang
2698096,3008,40433,2857,Eldin Jakupovic,Alexis Sánchez
2698378,180,36139,2857,Eldin Jakupovic,Dusan Tadic
3050242,31,171424,105470,Alisson,Riyad Mahrez
2698007,873,29434,15220,Artur Boruc,Yohan Cabaye
3219160,1003,217115,16911,Kasper Schmeichel,Neal Maupay
2872169,1003,197838,50219,Simon Mignolet,Jamie Vardy
3050452,985,122153,201574,Angus Gunn,Paul Pogba
2577894,984,27614,108390,Thibaut Courtois,James Morrison
2578040,984,15799,3838,Boaz Myhill,Santi Cazorla
3050350,931,290951,48870,Jonas Lössl,Aboubakar Kamara
2872182,512,128897,52570,Fraser Forster,Saido Berahino
3050251,29,74300,130164,Jordan Pickford,Luka Milivojevic
2578238,984,128897,19059,Heurelho Gomes,Saido Berahino
2578238,984,128897,19059,Heurelho Gomes,Saido Berahino
2698202,379,31835,34130,Tom Heaton,Mark Noble
3050465,762,92469,130164,Jordan Pickford,Matt Ritchie
2872287,1237,45693,192080,Nick Pope,Glenn Murray
2872291,281,363205,17965,Hugo Lloris,Gabriel Jesus
2698385,31,3333,52570,Fraser Forster,James Milner
2872492,2288,86792,29692,Lukasz Fabianski,Xherdan Shaqiri
2872289,29,3332,29692,Lukasz Fabianski,Wayne Rooney
3050263,985,122153,130164,Jordan Pickford,Paul Pogba
3219094,543,122153,45026,Rui Patrício,Paul Pogba
2698434,985,4,15220,Artur Boruc,Zlatan Ibrahimović
2698369,281,171424,19948,Willy Caballero,Riyad Mahrez
3219245,1010,65477,195488,Paulo Gazzaniga,Troy Deeney
3050168,989,123682,61694,Neil Etheridge,Callum Wilson
3421719,762,240306,99397,Karl Darlow,Bruno Fernandes
3421720,350,4,427568,Aaron Ramsdale,Aleksandar Mitrović
2698400,641,37304,39471,Brad Guzan,Shane Long
3219432,985,258923,64399,Vicente Guaita,Marcus Rashford
2698116,148,111630,40423,Claudio Bravo,Erik Lamela
2872303,379,45403,39037,Rob Elliot,André Ayew
2578265,762,29434,99397,Karl Darlow,Yohan Cabaye
2872408,29,3332,128969,Mathew Ryan,Wayne Rooney
3050179,603,281404,61694,Neil Etheridge,Kenedy
2698313,989,91059,51321,Darren Randolph,Joshua King
2698313,989,110858,51321,Darren Randolph,Benik Afobe
3219264,1132,197838,192080,Nick Pope,Jamie Vardy
2698234,1010,50201,19059,Heurelho Gomes,Christian Benteke
3219236,350,363205,258919,Dean Henderson,Gabriel Jesus
2698134,281,88755,4311,Maarten Stekelenburg,Kevin De Bruyne
2698134,281,26399,4311,Maarten Stekelenburg,Sergio Agüero
2698133,873,50201,71271,Adrián,Christian Benteke
2872406,11,65477,5658,Petr Cech,Troy Deeney
2578250,989,37171,15220,Artur Boruc,Craig Gardner
2698328,180,112343,30690,Sergio Romero,Manolo Gabbiadini
3219109,29,181579,130164,Jordan Pickford,James Ward-Prowse
3219338,1123,58864,33027,Tim Krul,Pierre-Emerick Aubameyang
2578260,1003,197838,101118,Joel Robles,Jamie Vardy
2872426,1237,45693,16911,Kasper Schmeichel,Glenn Murray
2872317,873,74300,238223,Ederson,Luka Milivojevic
3421752,379,406040,29692,Lukasz Fabianski,Ademola Lookman
3050201,873,129627,45494,Wayne Hennessey,Charlie Austin
3421748,1003,197838,45026,Rui Patrício,Jamie Vardy
3421749,281,88755,105470,Alisson,Kevin De Bruyne
2578075,281,81808,33781,Vito Mannone,Wilfried Bony
2698351,180,55742,52570,Fraser Forster,Harry Arter
3219219,405,91845,7825,Pepe Reina,Heung-min Son
2578167,281,26399,39471,Brad Guzan,Sergio Agüero
2578169,29,96341,71271,Adrián,Romelu Lukaku
3421755,931,149716,130164,Jordan Pickford,Ivan Cavaleiro
2697986,11,33713,50219,Simon Mignolet,Theo Walcott
3050312,379,195680,29692,Lukasz Fabianski,Joe Ralls
2698348,631,50202,19948,Willy Caballero,Eden Hazard
2872140,985,96341,16911,Kasper Schmeichel,Romelu Lukaku
3421764,1237,217115,105470,Alisson,Neal Maupay
3219149,1010,134425,13572,Ben Foster,Raheem Sterling
2698144,512,44675,4233,Adam Federici,Bojan Krkic
3219397,1123,381362,29391,Michael McGovern,Wesley Moraes
3050414,148,197838,17965,Hugo Lloris,Jamie Vardy
2578222,1003,171424,15220,Artur Boruc,Riyad Mahrez
3050322,29,90466,13572,Ben Foster,Gylfi Sigurdsson
2872252,29,3332,40204,Joe Hart,Wayne Rooney
2872252,29,135853,130164,Jordan Pickford,Manuel Lanzini
2594716,1084,8198,7914,Carlos Kameni,Cristiano Ronaldo
2718775,1049,125781,42373,Diego Alves,Antoine Griezmann
2718775,1049,22969,42373,Diego Alves,Gabi
3592275,379,234781,29692,Lukasz Fabianski,Maxwel Cornet
2594613,1533,74954,227805,Jaume Doménech,Saúl Berjón
2594522,131,68290,58341,Javi Varas,Neymar
2899745,3709,57825,71570,Iago Herrerín,Jorge Molina
3592196,1123,145988,201574,Angus Gunn,Wilfried Zaha
2899733,681,122155,199321,Rubén Blanco,Willian José
2719081,131,28003,58115,Yoel Rodríguez,Lionel Messi
2899847,3709,138803,44062,Antonio Adán,Francisco Portillo
2594625,2448,44352,27493,Iván Cuéllar,Luis Suárez
3592221,631,102017,29692,Lukasz Fabianski,Jorginho
2899837,1108,44699,172015,Fernando Pacheco,Antunes
3429811,180,74300,52570,Fraser Forster,Luka Milivojevic
2594631,418,8198,229604,Gerónimo Rulli,Cristiano Ronaldo
3592239,1123,134425,201574,Angus Gunn,Raheem Sterling
3591969,379,31835,59377,David de Gea,Mark Noble
2718997,1049,174344,42373,Diego Alves,Fayçal Fajr
2594731,367,44352,120705,Juan Carlos,Luis Suárez
3429717,31,53622,105470,Alisson,Ilkay Gündogan
3591988,985,240306,111873,Emiliano Martínez,Bruno Fernandes
2594535,13,125781,79422,Keylor Navas,Antoine Griezmann
2899844,368,70934,51710,Sergio Asenjo,Nolito
2899563,897,177065,79422,Keylor Navas,Florin Andone
2718906,331,178107,57693,Mario Fernández,Michael Santos
2718802,1108,8198,172015,Fernando Pacheco,Cristiano Ronaldo
2594649,1084,55619,45912,Sergio Álvarez,Nordin Amrabat
3079374,1244,184672,51710,Sergio Asenjo,Guido Carrillo
2594547,1049,7782,227805,Jaume Doménech,Duda
2899930,1108,28003,172015,Fernando Pacheco,Lionel Messi
2719006,897,81532,29559,Guillermo Ochoa,Celso Borges
2594752,131,28003,64399,Vicente Guaita,Lionel Messi
2899674,621,188854,192279,Kepa Arrizabalaga,Manu Trigueros
2594560,367,246277,35536,Toño,Burgui
2594644,2448,51587,27493,Iván Cuéllar,Pedro León
2899575,1244,137704,64399,Vicente Guaita,Miguel Ángel Guerrero
3429839,281,26399,442531,Edouard Mendy,Sergio Agüero
2718917,13,125781,71570,Iago Herrerín,Antoine Griezmann
2899769,368,132921,207302,Sergio Rico,Aday Benítez
3592051,11,93720,29692,Lukasz Fabianski,Alexandre Lacazette
2718710,2448,54231,7874,Gorka Iraizoz,Isma López
3421826,873,295330,64399,Vicente Guaita,Kelechi Iheanacho
3592270,379,171424,29692,Lukasz Fabianski,Riyad Mahrez
3429850,762,340329,14555,Scott Carson,Joe Willock
2719022,13,140776,25508,Salvatore Sirigu,Yannick Carrasco
2719022,13,230784,25508,Salvatore Sirigu,Thomas Partey
2718723,1533,51587,128969,Mathew Ryan,Pedro León
3429752,984,82873,110864,Sam Johnstone,Pascal Groß
3429752,984,67063,110864,Sam Johnstone,Danny Welbeck
2594763,418,8198,207302,Sergio Rico,Cristiano Ronaldo
2594763,418,27389,79422,Keylor Navas,Kévin Gameiro
2718821,1108,177467,172015,Fernando Pacheco,Gerard Moreno
3079390,1108,127837,226012,David Soria,Ibai Gómez
3079502,714,348795,34370,Diego López,Giovani Lo Celso
3079499,5358,162056,51710,Sergio Asenjo,Gonzalo Melero
2899688,3709,263727,64399,Vicente Guaita,Joan Jordán
2899784,897,73185,34370,Diego López,Lucas Pérez
2899584,12321,255284,207302,Sergio Rico,Álex Granell
2718927,13,7767,45912,Sergio Álvarez,Fernando Torres
2594780,621,29124,57522,Andrés Fernández,Aritz Aduriz
2718833,418,46415,79422,Keylor Navas,Duje Cop
2899692,681,85324,229604,Gerónimo Rulli,Borja Bastón
2899789,1050,51510,51710,Sergio Asenjo,Ángel Rodríguez
2899789,1050,57825,51710,Sergio Asenjo,Jorge Molina
3079409,1050,177467,65263,Jordi Masip,Gerard Moreno
2718832,331,63056,121483,Jan Oblak,Roberto Torres
2718728,418,63056,27486,Kiko Casilla,Roberto Torres
2899598,621,29124,121483,Jan Oblak,Aritz Aduriz
2718730,1084,44412,7914,Carlos Kameni,Bruno Soriano
2899866,1108,7767,172015,Fernando Pacheco,Fernando Torres
2899796,621,433049,192279,Kepa Arrizabalaga,Youssef En-Nesyri
3429862,984,357662,110864,Sam Johnstone,Declan Rice
3079524,366,65331,165467,Stole Dimitrievski,Míchel Herrero
2718743,150,296783,44062,Antonio Adán,Ezequiel Ponce
2899797,621,29124,111819,Neto,Aritz Aduriz
3592297,1003,148455,16911,Kasper Schmeichel,Mohamed Salah
3429762,379,141660,542586,Illan Meslier,Jesse Lingard
2594586,897,70934,19979,Germán Lux,Nolito
2594587,2448,228761,8184,Rubén Martínez,Jony
2899704,472,153238,286415,Pau López,Jonathan Viera
3429869,281,90466,238223,Ederson,Gylfi Sigurdsson
2718938,714,37834,25508,Salvatore Sirigu,Felipe Caicedo
2718845,897,16135,229604,Gerónimo Rulli,Ryan Babel
2594581,3709,7923,64399,Vicente Guaita,Roberto Trashorras
2899810,1108,76273,8176,Oier Olazábal,Manu García
3591951,11,58864,13572,Ben Foster,Pierre-Emerick Aubameyang
2899912,3709,174344,121483,Jan Oblak,Fayçal Fajr
3079529,1049,131505,65263,Jordi Masip,Rodrigo
3592305,29,306024,403151,Robert Sánchez,Dominic Calvert-Lewin
2594803,1049,126716,23338,Asier Riesgo,Paco Alcácer
3583482,762,104124,226049,Freddie Woodman,Michail Antonio
2718761,1533,51587,229604,Gerónimo Rulli,Pedro León
3592112,1237,82873,128899,Jack Butland,Pascal Groß
2899889,714,177467,26065,Miguel Ángel Moyá,Gerard Moreno
2899726,940,72047,79422,Keylor Navas,Iago Aspas
2718966,2448,77707,27493,Iván Cuéllar,Emre Çolak
3592199,1003,145988,16911,Kasper Schmeichel,Wilfried Zaha
2594702,131,28003,45912,Sergio Álvarez,Lionel Messi
2594503,131,28003,8184,Rubén Martínez,Lionel Messi
2718976,1049,59561,27493,Iván Cuéllar,Dani Parejo
3080875,367,59561,58497,Alberto García,Dani Parejo
2581986,98,39743,48015,Lukas Hradecky,Sandro Wagner
2704677,27,1792,80,Tom Starke,Hamit Altintop
2704678,16,58864,55089,Oliver Baumann,Pierre-Emerick Aubameyang
3605279,940,72047,367464,Luís Maximiano,Iago Aspas
3605294,621,34601,172015,Fernando Pacheco,Raúl García
2704532,24,39259,45601,Martin Hansen,Makoto Hasebe
2704529,41,4687,93763,Alexander Schwolow,Aaron Hunt
3208665,237,177452,262396,Unai Simón,Abdón Prats
3208665,237,29124,29051,Manolo Reina,Aritz Aduriz
3605296,237,252677,29051,Manolo Reina,José Luis Morales
2704525,18,102226,57071,Péter Gulácsi,Thorgan Hazard
3080787,681,34601,229604,Gerónimo Rulli,Raúl García
3209963,237,58799,172015,Fernando Pacheco,Salva Sevilla
3451062,131,95732,4,Marko Dmitrović,Martin Braithwaite
2704332,04,126414,57071,Péter Gulácsi,Hakan Calhanoglu
3611511,16795,57825,34370,Diego López,Jorge Molina
3080882,621,34601,58497,Alberto García,Raúl García
3451199,681,351478,397676,Dani Cárdenas,Mikel Oyarzabal
3610558,1108,81999,367464,Luís Maximiano,Joselu
2581153,98,38360,82361,Christian Mathenia,Mevlüt Erdinc
3451075,150,203496,207834,Bono,Nabil Fekir
3450978,366,73185,37403,Roberto,Lucas Pérez
2704710,04,80031,39015,Ralf Fährmann,Darío Lezcano
3610573,3709,251106,207302,Sergio Rico,Enes Ünal
3451072,1533,506248,234811,Rui Silva,Edu Expósito
3451207,1533,337922,51710,Sergio Asenjo,Esteban Burgos
2704357,04,42952,1667,Diego Benaglio,Moritz Hartmann
3610572,940,18922,144128,Matías Dituro,Karim Benzema
3210127,1244,59561,27493,Iván Cuéllar,Dani Parejo
2704212,24,1565,39015,Ralf Fährmann,Alexander Meier
3607622,3368,166677,118997,Aitor Fernández,Brian Oliván
3450985,331,462250,248738,Sergio Herrera,João Félix
3605322,621,338425,229604,Gerónimo Rulli,Álex Berenguer
2704570,04,43512,44594,Felix Wiedwald,Ömer Toprak
2581181,1899,19548,17259,Manuel Neuer,Eugen Polanski
3607624,418,225122,108390,Thibaut Courtois,Gonçalo Guedes
3450986,150,203496,102146,Édgar Badía,Nabil Fekir
2704361,04,50935,93763,Alexander Schwolow,Chicharito
3210137,1533,256429,58115,Yoel Rodríguez,Sergi Guardiola
2704576,60,143891,55089,Oliver Baumann,Maximilian Philipp
3451376,3709,51510,102146,Édgar Badía,Ángel Rodríguez
3208686,681,99353,172015,Fernando Pacheco,Portu
2704571,04,18021,39015,Ralf Fährmann,Paul Verhaegh
3451374,13,81999,121483,Jan Oblak,Joselu
3450991,131,125781,40423,Claudio Bravo,Antoine Griezmann
3611443,331,213260,172015,Fernando Pacheco,Rubén García
3451387,16795,57825,51710,Sergio Asenjo,Jorge Molina
3607529,367,167850,165467,Stole Dimitrievski,Memphis Depay
3451090,1108,81999,207834,Bono,Joselu
3611448,1531,349066,102146,Édgar Badía,Alexander Isak
3450996,681,122155,713632,Ángel Jiménez,Willian José
3450996,681,211251,212862,Álex Remiro,Darwin Machís
3611442,3368,212391,74857,Marc-André ter Stegen,Roger Martí
3208695,1533,72047,4,Marko Dmitrović,Iago Aspas
2871551,79,36284,1784,René Adler,Simon Terodde
3607525,16795,424784,226012,David Soria,Luis Suárez
3451099,1050,126716,234811,Rui Silva,Paco Alcácer
2581187,86,31910,42205,Yann Sommer,Felix Kroos
3451392,368,189441,121483,Jan Oblak,Lucas Ocampos
3208632,3368,227961,299715,Koke Vegas,Jaime Mata
2704239,24,50935,48015,Lukas Hradecky,Chicharito
2581924,1899,82009,108880,Koen Casteels,Kevin Volland
3208706,1244,95732,118997,Aitor Fernández,Martin Braithwaite
3080823,714,256429,34370,Diego López,Sergi Guardiola
3081104,3368,252677,58497,Alberto García,José Luis Morales
3080830,1533,154059,199321,Rubén Blanco,Charles
2704594,60,42936,44594,Felix Wiedwald,Nils Petersen
2581193,04,4357,85864,Loris Karius,Klaas-Jan Huntelaar
2581767,86,142281,84938,Timo Horn,Anthony Ujah
3081109,1533,348795,4,Marko Dmitrović,Giovani Lo Celso
2704593,24,67685,42205,Yann Sommer,Marco Fabián
3610295,418,18922,102146,Édgar Badía,Karim Benzema
2704437,82,1565,1667,Diego Benaglio,Alexander Meier
3451101,621,227961,262396,Unai Simón,Jaime Mata
3208712,366,199369,121483,Jan Oblak,Sandro Ramírez
3611466,331,18922,248738,Sergio Herrera,Karim Benzema
3611466,331,18922,248738,Sergio Herrera,Karim Benzema
3611465,3368,252677,207834,Bono,José Luis Morales
2704241,04,89701,59238,Marwin Hitz,Charles Aránguiz
3451116,418,212391,108390,Thibaut Courtois,Roger Martí
3451118,1049,372246,102146,Édgar Badía,Carlos Soler
3080834,13,148928,404839,Andriy Lunin,Saúl Ñíguez
2704457,41,34561,39015,Ralf Fährmann,Johan Djourou
3610326,331,32467,248738,Sergio Herrera,Ivan Rakitic
3611463,2687,54235,284342,Conan Ledesma,Iker Muniain
3451412,681,349066,297194,Iván Villar,Alexander Isak
3451015,150,81988,101118,Joel Robles,Sergi Enrich
3210044,366,72047,65263,Jordi Masip,Iago Aspas
3081120,681,122155,108390,Thibaut Courtois,Willian José
3080840,366,247250,108390,Thibaut Courtois,Rubén Alcaraz
3610341,13,44352,226012,David Soria,Luis Suárez
3431930,331,212391,248738,Sergio Herrera,Roger Martí
2871693,60,152963,21726,Philipp Tschauner,Florian Niederlechner
3605212,367,251106,165467,Stole Dimitrievski,Enes Ünal
3431925,13,148928,234811,Rui Silva,Saúl Ñíguez
2704270,18,42783,1784,René Adler,André Hahn
2704270,18,48298,1784,René Adler,Lars Stindl
2581674,98,39743,85864,Loris Karius,Sandro Wagner
3607561,1108,72047,172015,Fernando Pacheco,Iago Aspas
3210077,1244,137704,234811,Rui Silva,Miguel Ángel Guerrero
2704271,1,160668,48870,Jonas Lössl,Antonio Colak
3208850,1049,396894,74857,Marc-André ter Stegen,Maxi Gómez
2704647,98,49239,61989,Michael Esser,Guido Burgstaller
3431936,1533,506248,102146,Édgar Badía,Edu Expósito
3451152,3368,252677,248738,Sergio Herrera,José Luis Morales
2581668,04,126414,59238,Marwin Hitz,Hakan Calhanoglu
3208759,368,44779,64000,Tomas Vaclik,Diego Costa
2871779,167,58864,59238,Marwin Hitz,Pierre-Emerick Aubameyang
3605219,3368,212391,144128,Matías Dituro,Roger Martí
2581683,1,35207,85864,Loris Karius,Marco Reus
3451042,131,28003,227805,Jaume Doménech,Lionel Messi
3610360,621,54235,212862,Álex Remiro,Iker Muniain
3208621,13,128223,226012,David Soria,Álvaro Morata
3451162,150,66106,226012,David Soria,Sergio Canales
3208641,940,165007,146227,Jasper Cillessen,Denis Suárez
2581678,79,126214,33210,Przemyslaw Tyton,Mathew Leckie
3451441,1049,28003,146227,Jasper Cillessen,Lionel Messi
2581969,04,4357,72476,Bernd Leno,Klaas-Jan Huntelaar
2581984,1899,46580,73517,Örjan Nyland,Andrej Kramaric
3413174,60,486031,284769,Florian Müller,Nicolás González
3413175,44,517894,260053,Jiri Pavlenka,Matheus Cunha
3058577,27,38253,21327,Ron-Robert Zieler,Robert Lewandowski
2604317,430,36371,5023,Gianluigi Buffon,Nikola Kalinic
3412994,82,228645,55089,Oliver Baumann,Wout Weghorst
3412994,82,145866,108880,Koen Casteels,Munas Dabbur
2872082,60,93707,84938,Timo Horn,Christian Günter
3413163,16,418560,78339,Rafal Gikiewicz,Erling Haaland
3412949,24,90024,45672,Kevin Trapp,Alfred Finnbogason
2604225,276,5980,7797,Albano Bizzarri,Luca Toni
3588587,80,395516,40792,Manuel Riemann,Moussa Diaby
3588223,82,48298,108880,Koen Casteels,Lars Stindl
2604031,12,62713,5880,Morgan De Sanctis,Ryder Matos
2872087,82,161011,108880,Koen Casteels,Filip Kostic
2726551,1936,146752,24316,Emiliano Viviano,Gianluca Caprari
2871903,04,6288,39015,Ralf Fährmann,Mario Gómez
2604224,416,26263,73090,Vid Belec,Maxi López
2604328,5,45146,110925,Francesco Bardi,Mario Balotelli
3058701,1,185699,40680,Sven Ulreich,Tim Leibold
3413148,44,38253,24112,Rune Jarstein,Robert Lewandowski
2726546,46,68863,19136,Marco Storari,Mauro Icardi
3203505,27,147573,17259,Manuel Neuer,Sebastian Andersson
3412954,79,179635,108880,Koen Casteels,Philipp Förster
2604233,252,6031,110923,Mattia Perin,Antonio Di Natale
3203711,07,291739,160971,Leopold Zingerle,Milot Rashica
3588423,1,60957,160963,Robin Zentner,Sebastian Polter
3413019,23826,238407,85941,Stefan Ortega,Alexander Sørloth
2604134,800,38593,41914,Davide Bassi,Marek Hamsik
3058712,16,303259,59238,Marwin Hitz,Dodi Lukébakio
2871961,82,6288,24112,Rune Jarstein,Mario Gómez
3058713,04,38410,48015,Lukas Hradecky,Daniel Caligiuri
2871997,79,58205,21327,Ron-Robert Zieler,André Schürrle
2872102,04,228433,61989,Michael Esser,Wendell
2871720,60,177779,260053,Jiri Pavlenka,Janik Haberer
2604140,46,25488,28021,Samir Handanovic,Antonio Candreva
3412916,1,232418,125714,Mark Flekken,Ondrej Duda
3588264,80,181547,40792,Manuel Riemann,Gonçalo Paciência
3058724,86,139396,260053,Jiri Pavlenka,Bruma
3588276,04,193782,108880,Koen Casteels,Lucas Alario
3412897,04,4357,45672,Kevin Trapp,Klaas-Jan Huntelaar
3058408,18,102226,16498,Ramazan Özcan,Thorgan Hazard
2725477,5,167727,315858,Gianluigi Donnarumma,Andrea Belotti
3413078,86,35207,260053,Jiri Pavlenka,Marco Reus
2871980,27,75489,40680,Sven Ulreich,Niclas Füllkrug
2604155,1025,88683,7797,Albano Bizzarri,Mattia Destro
3588290,80,40792,55089,Oliver Baumann,Manuel Riemann
2872113,41,161011,284769,Florian Müller,Filip Kostic
3588141,82,228645,40792,Manuel Riemann,Wout Weghorst
2604270,1038,26105,24316,Emiliano Viviano,Valter Birsa
3413050,167,48298,78339,Rafal Gikiewicz,Lars Stindl
2871791,27,38253,82361,Christian Mathenia,Robert Lewandowski
3203542,18,237662,125714,Mark Flekken,Breel Embolo
2725489,416,167727,22141,Antonio Mirante,Andrea Belotti
2604278,410,240306,79242,Gabriel,Bruno Fernandes
3058449,82,42936,108880,Koen Casteels,Nils Petersen
3588151,04,48298,48015,Lukas Hradecky,Lars Stindl
2604177,398,68306,77825,Etrit Berisha,Alberto Paloschi
2603982,1038,19442,24316,Emiliano Viviano,Andrea Lazzari
3058552,18,102226,187624,Fabian Bredlow,Thorgan Hazard
3413107,79,111078,257814,Gregor Kobel,Emil Forsberg
2603984,800,6160,136111,Nicola Leali,Mauricio Pinilla
3588320,23826,451276,48015,Lukas Hradecky,Dominik Szoboszlai
3203674,1,112935,255294,Florian Kastenmeier,Mark Uth
2726507,398,139634,22318,Federico Marchetti,Ledian Memushaj
2726503,1390,68306,84467,Rafael,Alberto Paloschi
2726617,5,157501,16633,Alex Cordaz,M'Baye Niang
3413136,16,35207,160963,Robin Zentner,Marco Reus
2872046,60,42936,108880,Koen Casteels,Nils Petersen
3588350,60,185077,55089,Oliver Baumann,Vincenzo Grifo
3203689,1,68033,284769,Florian Müller,Steven Zuber
2726613,862,26105,110923,Mattia Perin,Valter Birsa
3058683,1,57091,195778,Alexander Nübel,Hanno Behrens
3588348,82,445939,108880,Koen Casteels,Omar Marmoush
2726626,4083,139634,16633,Alex Cordaz,Ledian Memushaj
2604203,749,88909,16408,Orestis Karnezis,Riccardo Saponara
3413157,44,327757,55089,Oliver Baumann,Krzysztof Piatek
3058472,23826,170527,187624,Fabian Bredlow,Timo Werner
2726521,12,28855,44058,Wojciech Szczesny,Raffaele Palladino
3203481,38,248999,221624,Zack Steffen,Lucas Höler
3413160,167,90024,17259,Manuel Neuer,Alfred Finnbogason
2726630,12,157501,44058,Wojciech Szczesny,M'Baye Niang
3058579,18,7161,257814,Gregor Kobel,Jonas Hofmann
2726634,749,129129,80894,Lukasz Skorupski,João Pedro
3058691,1,303259,284769,Florian Müller,Dodi Lukébakio
3203495,07,254934,160963,Robin Zentner,Jamilu Collins
2726525,430,80351,315858,Gianluigi Donnarumma,Josip Ilicic
3081233,862,5928,357117,Alban Lafont,Sergio Pellissier
3229488,1005,215616,79242,Gabriel,Erick Pulgar
2897382,416,164771,25508,Salvatore Sirigu,Jordan Veretout
3081139,1038,22328,25508,Salvatore Sirigu,Fabio Quagliarella
3614586,430,133964,208166,Bartlomiej Dragowski,Lorenzo Insigne
3433326,4171,146752,315858,Gianluigi Donnarumma,Gianluca Caprari
3614701,46,406625,12907,Alessio Cragno,Lautaro Martínez
3433432,398,105521,25508,Salvatore Sirigu,Ciro Immobile
3229199,506,45389,5023,Gianluigi Buffon,Samuel Di Carmine
2897289,416,215616,25508,Salvatore Sirigu,Erick Pulgar
2897249,1025,105521,22141,Antonio Mirante,Ciro Immobile
2897395,252,130394,240414,Alex Meret,Gianluca Lapadula
3433538,6574,177843,5023,Gianluigi Buffon,Domenico Berardi
3081350,6574,35743,35865,Andrea Consigli,Fabio Ceravolo
3614599,6195,133964,4,Vanja Milinković-Savić,Lorenzo Insigne
3081146,5,39153,44058,Wojciech Szczesny,Gonzalo Higuaín
3229309,398,105521,44058,Wojciech Szczesny,Ciro Immobile
3229312,6574,177843,84467,Rafael,Domenico Berardi
3229313,2722,199258,131758,Jesse Joronen,Andrea Petagna
3229212,1913,159337,35865,Andrea Consigli,Roberto Inglese
3081153,749,84765,77825,Etrit Berisha,Francesco Caputo
