team_id,season_id,league_id,team_income_fee,team_expenditure_fee
631,2015,2,87490000,96500000
281,2015,2,67440000,208470000
11,2015,2,2500000,26500000
985,2015,2,100670000,156000000
148,2015,2,87250000,71000000
31,2015,2,90550000,126500000
180,2015,2,52700000,60100000
2288,2015,2,16810000,21810000
512,2015,2,23200000,53650000
873,2015,2,5400000,28800000
29,2015,2,11000000,48200000
379,2015,2,18520000,52700000
984,2015,2,12920000,42900000
1003,2015,2,9450000,49900000
762,2015,2,5630000,107910000
289,2015,2,11000000,66050000
405,2015,2,64700000,66550000
989,2015,2,650000,55110000
1010,2015,2,9750000,82800000
1123,2015,2,21490000,50500000
131,2015,3,38300000,51000000
418,2015,3,31650000,92900000
13,2015,3,152000000,119000000
1049,2015,3,50000000,143900000
368,2015,3,61450000,44000000
1050,2015,3,37560000,47200000
621,2015,3,0,10000000
940,2015,3,18500000,16300000
1084,2015,3,46800000,8650000
714,2015,3,15200000,4450000
367,2015,3,0,400000
681,2015,3,1000000,26100000
3368,2015,3,0,6550000
3709,2015,3,4100000,270000
16795,2015,3,11170000,3850000
1533,2015,3,0,3700000
472,2015,3,0,6400000
2448,2015,3,0,0
150,2015,3,1050000,8850000
27,2015,4,33000000,90750000
82,2015,4,111300000,68100000
18,2015,4,15700000,38000000
15,2015,4,63250000,58000000
167,2015,4,26900000,16700000
33,2015,4,57200000,37100000
16,2015,4,42550000,20000000
533,2015,4,57150000,23400000
24,2015,4,12100000,11820000
86,2015,4,19450000,12880000
39,2015,4,34200000,13850000
3,2015,4,13050000,14780000
42,2015,4,13500000,18400000
79,2015,4,20550000,15670000
44,2015,4,4920000,7300000
41,2015,4,13200000,21850000
4795,2015,4,0,6200000
105,2015,4,0,1100000
506,2015,5,81280000,185500000
12,2015,5,134250000,60850000
398,2015,5,2370000,31250000
430,2015,5,26850000,24900000
6195,2015,5,18290000,42700000
252,2015,5,43150000,16700000
1038,2015,5,16820000,34670000
46,2015,5,115320000,102450000
416,2015,5,19750000,28050000
5,2015,5,11160000,102280000
6574,2015,5,25000000,30700000
276,2015,5,2050000,6300000
862,2015,5,15400000,6130000
410,2015,5,74120000,21420000
800,2015,5,37950000,26680000
1025,2015,5,800000,26630000
8970,2015,5,200000,400000
583,2015,6,22900000,116100000
1041,2015,6,26800000,41100000
162,2015,6,175400000,101000000
244,2015,6,54450000,19750000
618,2015,6,23200000,20300000
40,2015,6,22300000,11000000
969,2015,6,4000000,2730000
1082,2015,6,35250000,12900000
273,2015,6,10600000,5640000
855,2015,6,6000000,1950000
417,2015,6,14000000,4100000
595,2015,6,1700000,0
1162,2015,6,14000000,6050000
995,2015,6,17550000,7000000
1421,2015,6,1500000,2400000
1158,2015,6,18500000,9930000
415,2015,6,10500000,2900000
1420,2015,6,5900000,0
1095,2015,6,7300000,300000
3558,2015,6,0,0
1003,2016,2,66050000,92100000
11,2016,2,10350000,113000000
148,2016,2,52300000,83500000
281,2016,2,35350000,216250000
985,2016,2,47250000,185000000
180,2016,2,85050000,68900000
379,2016,2,41000000,83500000
31,2016,2,85380000,79900000
512,2016,2,3800000,42170000
631,2016,2,108900000,132800000
29,2016,2,60800000,86000000
2288,2016,2,49300000,58100000
1010,2016,2,58100000,70450000
984,2016,2,26980000,37900000
873,2016,2,50200000,101200000
989,2016,2,23690000,40690000
289,2016,2,23770000,41900000
1132,2016,2,1200000,45600000
641,2016,2,13500000,47950000
3008,2016,2,28900000,40000000
131,2016,3,33800000,124750000
418,2016,3,37500000,30000000
13,2016,3,44000000,78800000
621,2016,3,0,0
1050,2016,3,67250000,55950000
150,2016,3,8000000,20900000
368,2016,3,93450000,81700000
1108,2016,3,0,6330000
1244,2016,3,200000,5450000
714,2016,3,6000000,18400000
16795,2016,3,31600000,11580000
1533,2016,3,5000000,8600000
940,2016,3,19800000,8400000
2448,2016,3,0,1000000
681,2016,3,11000000,18000000
1084,2016,3,0,12540000
1049,2016,3,121900000,36000000
472,2016,3,200000,2900000
331,2016,3,3750000,2200000
27,2016,4,52300000,70000000
16,2016,4,111000000,141100000
15,2016,4,23700000,63300000
18,2016,4,45100000,41250000
33,2016,4,61300000,43300000
39,2016,4,25700000,29210000
44,2016,4,5000000,6700000
82,2016,4,94450000,81050000
3,2016,4,19000000,8350000
41,2016,4,8750000,43950000
4795,2016,4,4550000,7950000
167,2016,4,15050000,23700000
86,2016,4,27200000,23700000
105,2016,4,5200000,4100000
533,2016,4,37000000,27440000
24,2016,4,12050000,3800000
60,2016,4,5150000,16780000
23826,2016,4,100000,95950000
800,2016,5,41330000,15940000
1025,2016,5,16980000,31300000
1390,2016,5,11620000,9720000
862,2016,5,6280000,12570000
4083,2016,5,7750000,5950000
430,2016,5,31050000,15730000
252,2016,5,50300000,27200000
46,2016,5,18500000,164630000
506,2016,5,176930000,170230000
398,2016,5,28700000,32700000
5,2016,5,25150000,29560000
6195,2016,5,116810000,99090000
2921,2016,5,22270000,14290000
12,2016,5,43430000,102500000
1038,2016,5,80700000,39650000
6574,2016,5,27800000,27510000
416,2016,5,26430000,28770000
410,2016,5,32230000,26500000
583,2016,6,59800000,134500000
1041,2016,6,27300000,28600000
162,2016,6,18450000,50500000
417,2016,6,15800000,15250000
1082,2016,6,47000000,20700000
618,2016,6,2250000,7000000
1162,2016,6,11000000,4250000
273,2016,6,55300000,2270000
1420,2016,6,4400000,5200000
595,2016,6,7000000,250000
40,2016,6,2600000,11850000
969,2016,6,19400000,6400000
244,2016,6,81490000,53000000
995,2016,6,2650000,5000000
1158,2016,6,32150000,8600000
855,2016,6,2500000,0
415,2016,6,10000000,13000000
1159,2016,6,10900000,2300000
2969,2016,6,1250000,3150000
347,2016,6,775000,400000
631,2017,2,194600000,260500000
148,2017,2,103800000,121000000
281,2017,2,91350000,317500000
31,2017,2,184500000,173650000
11,2017,2,162000000,152850000
985,2017,2,45500000,198400000
29,2017,2,126380000,203200000
180,2017,2,98350000,61250000
989,2017,2,0,34300000
984,2017,2,2050000,53500000
379,2017,2,69020000,56800000
1003,2017,2,50100000,83850000
512,2017,2,35140000,57700000
873,2017,2,3000000,48950000
2288,2017,2,81100000,73390000
1132,2017,2,50000000,35740000
1010,2017,2,18740000,73400000
762,2017,2,21220000,46500000
1237,2017,2,400000,66500000
1110,2017,2,6460000,56750000
418,2017,3,132500000,40500000
131,2017,3,232500000,380100000
13,2017,3,104000000,95600000
368,2017,3,81600000,78050000
1050,2017,3,68000000,46100000
681,2017,3,53000000,25500000
621,2017,3,65000000,32000000
714,2017,3,10500000,17050000
1108,2017,3,7500000,12330000
1533,2017,3,10000000,10250000
1084,2017,3,33400000,10500000
1049,2017,3,16550000,55000000
940,2017,3,13200000,26800000
472,2017,3,25700000,350000
150,2017,3,27070000,38500000
1244,2017,3,130000,6550000
3368,2017,3,13850000,10000000
12321,2017,3,0,8750000
3709,2017,3,1600000,12900000
27,2017,4,32250000,116500000
23826,2017,4,24540000,63500000
16,2017,4,275950000,122590000
533,2017,4,45750000,14700000
3,2017,4,7450000,40000000
44,2017,4,18000000,14000000
60,2017,4,27800000,19650000
86,2017,4,8900000,18600000
18,2017,4,31080000,37250000
33,2017,4,7100000,49300000
24,2017,4,4920000,19200000
15,2017,4,91100000,51000000
167,2017,4,7900000,7550000
41,2017,4,5550000,19000000
39,2017,4,24850000,16550000
82,2017,4,36000000,72750000
79,2017,4,7600000,30900000
42,2017,4,250000,19000000
800,2017,5,78040000,66590000
4171,2017,5,3980000,23480000
1025,2017,5,0,13000000
1390,2017,5,19880000,31090000
862,2017,5,17670000,2950000
4083,2017,5,0,3000000
430,2017,5,93580000,79500000
252,2017,5,46720000,14170000
276,2017,5,8050000,3050000
46,2017,5,79240000,137630000
506,2017,5,145650000,177600000
398,2017,5,73920000,28250000
5,2017,5,39700000,186480000
6195,2017,5,17450000,68000000
12,2017,5,156500000,91300000
1038,2017,5,71460000,51000000
6574,2017,5,19250000,37100000
416,2017,5,79800000,26380000
410,2017,5,17700000,22590000
1416,2017,6,8000000,6630000
1420,2017,6,26000000,12400000
40,2017,6,28250000,32600000
1162,2017,6,6000000,6950000
2969,2017,6,15000000,5500000
855,2017,6,5950000,1380000
1082,2017,6,31100000,76500000
1041,2017,6,119550000,58050000
244,2017,6,2750000,62000000
347,2017,6,22850000,3600000
162,2017,6,199500000,122400000
969,2017,6,20800000,5700000
995,2017,6,10000000,11300000
417,2017,6,27500000,26300000
583,2017,6,98400000,238000000
273,2017,6,15800000,53900000
618,2017,6,15500000,19300000
667,2017,6,2000000,5400000
415,2017,6,13000000,3500000
1095,2017,6,0,0
281,2018,2,57600000,78590000
985,2018,2,30550000,82700000
148,2018,2,5350000,0
31,2018,2,41320000,182200000
631,2018,2,83250000,208800000
11,2018,2,9100000,80150000
1132,2018,2,8000000,33000000
29,2018,2,28650000,99800000
1003,2018,2,95800000,114600000
762,2018,2,51050000,59750000
873,2018,2,350000,11850000
989,2018,2,20200000,91600000
379,2018,2,13770000,100900000
1010,2018,2,51840000,30100000
1237,2018,2,13620000,87120000
1110,2018,2,12330000,50700000
180,2018,2,26100000,62250000
543,2018,2,23300000,112750000
603,2018,2,0,40200000
931,2018,2,5350000,116500000
621,2018,3,80000000,32900000
13,2018,3,57900000,168000000
1244,2018,3,24600000,18900000
1108,2018,3,9000000,10000000
131,2018,3,146050000,141100000
3709,2018,3,5000000,27250000
12321,2018,3,3300000,10200000
3368,2018,3,41500000,26700000
940,2018,3,35700000,30000000
714,2018,3,30800000,22100000
150,2018,3,49300000,44500000
418,2018,3,136100000,164750000
681,2018,3,32800000,12000000
1533,2018,3,7750000,8000000
368,2018,3,93800000,81050000
1049,2018,3,68800000,129200000
1050,2018,3,54800000,92900000
367,2018,3,13000000,12300000
366,2018,3,0,10100000
27,2018,4,84000000,14000000
33,2018,4,46150000,62200000
533,2018,4,6120000,32000000
16,2018,4,114200000,90500000
15,2018,4,45000000,31500000
23826,2018,4,72750000,65630000
79,2018,4,13250000,45760000
24,2018,4,18900000,28950000
18,2018,4,32950000,32550000
44,2018,4,16900000,16000000
86,2018,4,26850000,25800000
167,2018,4,2850000,6650000
42,2018,4,13540000,18520000
39,2018,4,56100000,30000000
60,2018,4,22680000,18400000
82,2018,4,800000,36000000
38,2018,4,600000,7500000
4,2018,4,0,4850000
800,2018,5,25060000,60800000
1025,2018,5,44990000,31220000
1390,2018,5,7850000,22500000
862,2018,5,17620000,9470000
430,2018,5,43390000,60770000
8970,2018,5,800000,9560000
252,2018,5,84360000,59070000
46,2018,5,91170000,97600000
506,2018,5,112540000,263200000
398,2018,5,38600000,51280000
5,2018,5,88100000,194640000
6195,2018,5,100800000,71000000
130,2018,5,596000,20400000
12,2018,5,150470000,166350000
1038,2018,5,90120000,56450000
6574,2018,5,50380000,53970000
2722,2018,5,1850000,21900000
416,2018,5,17200000,53150000
410,2018,5,13530000,52900000
1416,2018,6,10000000,7490000
1420,2018,6,21000000,4450000
40,2018,6,50700000,21460000
1162,2018,6,14500000,9950000
2969,2018,6,4000000,9200000
855,2018,6,4000000,3500000
1082,2018,6,69700000,8900000
1041,2018,6,90100000,46450000
244,2018,6,32850000,66000000
162,2018,6,367250000,145850000
969,2018,6,25500000,10150000
995,2018,6,11200000,14350000
417,2018,6,61700000,28000000
1160,2018,6,0,3150000
583,2018,6,114000000,262000000
1421,2018,6,11000000,15500000
273,2018,6,18500000,18000000
618,2018,6,18700000,15000000
667,2018,6,14000000,15750000
415,2018,6,35500000,18450000
281,2019,2,71000000,166820000
31,2019,2,48000000,10400000
631,2019,2,157270000,45000000
148,2019,2,64500000,150500000
11,2019,2,53650000,160800000
985,2019,2,81180000,236800000
543,2019,2,24100000,116700000
29,2019,2,87800000,121000000
1003,2019,2,88500000,104300000
379,2019,2,55480000,119800000
1010,2019,2,25400000,56000000
873,2019,2,55380000,7600000
762,2019,2,35640000,72900000
989,2019,2,34630000,54910000
1132,2019,2,13550000,23850000
180,2019,2,27300000,61500000
1237,2019,2,8500000,61740000
1123,2019,2,2200000,8820000
350,2019,2,350000,70500000
405,2019,2,3000000,159500000
131,2019,3,152900000,298500000
13,2019,3,316300000,247350000
418,2019,3,136800000,355500000
3709,2019,3,11250000,21500000
1049,2019,3,56300000,75000000
368,2019,3,131450000,188730000
621,2019,3,0,0
681,2019,3,9500000,31750000
714,2019,3,60000000,61500000
1108,2019,3,22500000,11770000
1533,2019,3,27000000,17300000
1244,2019,3,40820000,16450000
150,2019,3,72000000,96450000
1050,2019,3,69300000,43800000
3368,2019,3,14900000,14600000
366,2019,3,8000000,1400000
940,2019,3,40650000,24600000
331,2019,3,300000,14450000
16795,2019,3,300000,11240000
237,2019,3,0,7500000
27,2019,4,54000000,139500000
16,2019,4,132250000,148500000
23826,2019,4,45250000,86500000
15,2019,4,33500000,98200000
18,2019,4,34100000,40500000
82,2019,4,14300000,34800000
24,2019,4,114800000,82640000
86,2019,4,0,13950000
533,2019,4,121400000,55850000
38,2019,4,11600000,11150000
44,2019,4,23450000,110700000
39,2019,4,27000000,29700000
60,2019,4,8100000,17500000
33,2019,4,19450000,29500000
167,2019,4,20000000,33000000
3,2019,4,6850000,20250000
127,2019,4,5800000,750000
89,2019,4,1250000,10050000
800,2019,5,105100000,60060000
1025,2019,5,28680000,67040000
19,2019,5,100000,18650000
1390,2019,5,18860000,40100000
430,2019,5,15320000,56540000
252,2019,5,66350000,50370000
276,2019,5,43670000,21190000
46,2019,5,66740000,191720000
506,2019,5,203140000,230500000
398,2019,5,35350000,49950000
1005,2019,5,450000,6200000
5,2019,5,59230000,124080000
6195,2019,5,48720000,206520000
130,2019,5,18160000,23310000
12,2019,5,106380000,117400000
1038,2019,5,74590000,65250000
6574,2019,5,51950000,66340000
2722,2019,5,39700000,26150000
416,2019,5,24400000,28800000
410,2019,5,60270000,12600000
1416,2019,6,5440000,18150000
1420,2019,6,34000000,10400000
40,2019,6,62250000,17000000
3911,2019,6,500000,7500000
2969,2019,6,24500000,10470000
1082,2019,6,151000000,99400000
1041,2019,6,160320000,126000000
244,2019,6,27250000,27000000
347,2019,6,2600000,14350000
1160,2019,6,20500000,9850000
162,2019,6,83750000,200000000
969,2019,6,40000000,20300000
995,2019,6,38500000,18750000
417,2019,6,23110000,52200000
583,2019,6,105900000,95000000
1421,2019,6,26600000,18700000
273,2019,6,54500000,58100000
618,2019,6,45850000,13450000
667,2019,6,21500000,11000000
415,2019,6,17150000,14000000
11,2020,2,19150000,86000000
405,2020,2,2770000,101350000
1237,2020,2,20600000,28500000
1132,2020,2,2300000,1100000
631,2020,2,57150000,247200000
873,2020,2,20000000,22400000
29,2020,2,4430000,74370000
931,2020,2,0,37250000
399,2020,2,0,127800000
1003,2020,2,53770000,59400000
31,2020,2,17200000,84050000
281,2020,2,64000000,173400000
985,2020,2,19500000,83800000
762,2020,2,275000,39000000
350,2020,2,0,62700000
180,2020,2,26300000,37300000
148,2020,2,13300000,110500000
984,2020,2,8100000,42140000
379,2020,2,45410000,54700000
543,2020,2,79200000,87590000
418,2020,3,104200000,0
131,2020,3,149800000,112000000
13,2020,3,83300000,91000000
368,2020,3,19680000,74350000
1050,2020,3,26650000,36500000
3709,2020,3,9750000,22050000
681,2020,3,28250000,10000000
1049,2020,3,87850000,50000
621,2020,3,0,12000000
16795,2020,3,0,20500000
331,2020,3,3450000,9150000
3368,2020,3,5000000,4000000
150,2020,3,43700000,0
366,2020,3,12100000,9850000
2687,2020,3,0,10100000
1533,2020,3,150000,2000000
1108,2020,3,4880000,0
940,2020,3,2500000,3000000
1531,2020,3,7300000,6100000
27,2020,4,22250000,66250000
16,2020,4,5500000,50000000
23826,2020,4,77500000,58000000
18,2020,4,0,13500000
15,2020,4,91000000,46200000
533,2020,4,17750000,4000000
82,2020,4,11100000,22000000
60,2020,4,37950000,14350000
24,2020,4,17700000,10750000
44,2020,4,10450000,31250000
89,2020,4,6920000,1700000
33,2020,4,8000000,2000000
39,2020,4,13700000,2000000
3,2020,4,15000000,18500000
167,2020,4,8400000,10300000
86,2020,4,11700000,11000000
10,2020,4,100000,500000
79,2020,4,7500000,14950000
800,2020,5,75400000,62040000
4171,2020,5,1000000,11600000
1025,2020,5,5000000,3150000
1390,2020,5,42660000,34180000
4083,2020,5,0,5490000
430,2020,5,59890000,55300000
252,2020,5,67290000,64680000
276,2020,5,5400000,18950000
46,2020,5,82950000,126500000
506,2020,5,110560000,158010000
398,2020,5,7850000,41700000
5,2020,5,52090000,31920000
6195,2020,5,123060000,77250000
130,2020,5,4000000,104330000
12,2020,5,49000000,72100000
1038,2020,5,12100000,17750000
6574,2020,5,62360000,29660000
3522,2020,5,1960000,5140000
416,2020,5,27000000,46700000
410,2020,5,31550000,21500000
583,2020,6,400000,62000000
244,2020,6,32050000,17420000
273,2020,6,55420000,70560000
1082,2020,6,104180000,40430000
417,2020,6,20510000,29230000
1421,2020,6,17000000,11200000
1041,2020,6,50600000,36690000
969,2020,6,0,13100000
667,2020,6,500000,12000000
162,2020,6,13530000,52700000
1420,2020,6,10700000,11250000
40,2020,6,17000000,0
995,2020,6,2000000,5000000
3911,2020,6,12000000,16100000
347,2020,6,10000000,14700000
2969,2020,6,17000000,15800000
618,2020,6,44100000,5600000
1160,2020,6,2500000,11250000
1158,2020,6,6500000,26500000
826,2020,6,0,19000000
11,2021,2,31400000,167400000
405,2021,2,127000000,129800000
1148,2021,2,1000000,36700000
1237,2021,2,78500000,75000000
1132,2021,2,40500000,49400000
631,2021,2,148940000,118000000
873,2021,2,0,85620000
29,2021,2,46000000,39500000
399,2021,2,0,59300000
1003,2021,2,4000000,67600000
31,2021,2,29550000,87000000
281,2021,2,93800000,138900000
985,2021,2,31100000,142000000
762,2021,2,0,130500000
1123,2021,2,38400000,63550000
180,2021,2,60350000,43100000
148,2021,2,34620000,95900000
1010,2021,2,12850000,43500000
379,2021,2,4240000,74500000
543,2021,2,31800000,37600000
13,2021,3,22750000,80700000
131,2021,3,70760000,69500000
418,2021,3,78000000,31000000
368,2021,3,28500000,41500000
681,2021,3,0,2500000
1050,2021,3,10380000,54500000
150,2021,3,14000000,3250000
621,2021,3,0,0
16795,2021,3,3000000,17450000
940,2021,3,1800000,10020000
2687,2021,3,0,6100000
714,2021,3,0,6000000
331,2021,3,0,8700000
3368,2021,3,0,875000
1049,2021,3,2700000,13350000
3709,2021,3,21000000,16000000
1108,2021,3,3500000,1150000
1531,2021,3,2100000,8200000
237,2021,3,9000000,10000000
367,2021,3,2200000,4300000
27,2021,4,4000000,57500000
23826,2021,4,113500000,107620000
16,2021,4,109500000,45000000
82,2021,4,22700000,76180000
24,2021,4,28400000,13450000
15,2021,4,43100000,55350000
89,2021,4,19550000,20100000
18,2021,4,10200000,17000000
79,2021,4,40920000,14850000
60,2021,4,14550000,9500000
533,2021,4,850000,0
39,2021,4,18050000,6900000
167,2021,4,12800000,24060000
44,2021,4,52500000,27400000
10,2021,4,500000,9440000
3,2021,4,23450000,550000
80,2021,4,350000,0
65,2021,4,3550000,1400000
46,2021,5,205050000,42550000
5,2021,5,5120000,93110000
800,2021,5,48990000,65200000
506,2021,5,64030000,129500000
6195,2021,5,3200000,23300000
398,2021,5,8900000,13800000
12,2021,5,17240000,127650000
6574,2021,5,22800000,37120000
1038,2021,5,9700000,14510000
276,2021,5,37520000,42270000
252,2021,5,18620000,39100000
1025,2021,5,25000000,32310000
410,2021,5,79630000,9400000
430,2021,5,112200000,64400000
3522,2021,5,2200000,27790000
1390,2021,5,7370000,15200000
416,2021,5,16500000,13400000
749,2021,5,28200000,10500000
380,2021,5,0,14350000
607,2021,5,200000,22090000
1082,2021,6,76850000,25600000
583,2021,6,11000000,91000000
162,2021,6,34640000,45500000
1041,2021,6,95600000,22920000
244,2021,6,8000000,54120000
273,2021,6,45400000,81500000
826,2021,6,18000000,20600000
969,2021,6,25000000,200000
417,2021,6,26050000,55000000
347,2021,6,23500000,2500000
618,2021,6,0,600000
40,2021,6,18600000,9800000
1420,2021,6,18100000,1870000
1421,2021,6,15050000,16000000
667,2021,6,16000000,4500000
1158,2021,6,10000000,10500000
3911,2021,6,28200000,9250000
995,2021,6,15800000,7500000
1095,2021,6,0,21800000
3524,2021,6,0,0
